uniprot_id,ncbi_id,protein_name
Q9P0S3,94101,ORM1-like protein 1 (Adoplin-1)
Q9P0S9,51522,Transmembrane protein 14C
Q9P0T4,51545,Zinc finger protein 581
Q9P0T7,252839,Proton-transporting V-type ATPase complex assembly regulator TMEM9 (v-ATPase assembly regulator TMEM9) (Dermal papilla-derived protein 4) (Transmembrane protein 9) (Protein TMEM9)
Q9P0U1,54543,Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)
Q9P0U3,29843,Sentrin-specific protease 1 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP1)
Q9P0U4,30827,CXXC-type zinc finger protein 1 (CpG-binding protein) (PHD finger and CXXC domain-containing protein 1)
Q9P0V3,23677,SH3 domain-binding protein 4 (EH-binding protein 10) (Transferrin receptor-trafficking protein)
Q9P0V8,56833,SLAM family member 8 (B-lymphocyte activator macrophage expressed) (BCM-like membrane protein) (CD antigen CD353)
Q9P0V9,151011,Septin-10
Q9P0W0,56832,Interferon kappa (IFN-kappa)
Q9P0W2,10362,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35)
Q9P0W8,55812,Spermatogenesis-associated protein 7 (HSD-3.1) (Spermatogenesis-associated protein HSD3)
Q9P0X4,8911,Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)
Q9P0Z9,51268,Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)
Q9P107,51291,GEM-interacting protein (GMIP)
Q9P121,50863,Neurotrimin (hNT) (IgLON family member 2)
Q9P126,51266,C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2)
Q9P127,51213,Leucine zipper protein 4 (Cancer/testis antigen 28) (CT-28) (CT28) (Tumor antigen HOM-TES-85)
Q9P1Q0,51542,Vacuolar protein sorting-associated protein 54 (Hepatocellular carcinoma protein 8) (Tumor antigen HOM-HCC-8) (Tumor antigen SLP-8p)
Q9P1T7,29969,MyoD family inhibitor domain-containing protein (I-mfa domain-containing protein) (hIC)
Q9P1W8,55423,Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g)
Q9P1W9,11040,Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h)
Q9P1Y5,57662,Calmodulin-regulated spectrin-associated protein 3 (Protein Nezha)
Q9P1Z0,57659,Zinc finger and BTB domain-containing protein 4 (KAISO-like zinc finger protein 1) (KAISO-L1)
Q9P1Z2,57658,Calcium-binding and coiled-coil domain-containing protein 1 (Calphoglin) (Coiled-coil coactivator protein) (Sarcoma antigen NY-SAR-3)
Q9P1Z3,57657,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3
Q9P202,25861,Whirlin (Autosomal recessive deafness type 31 protein)
Q9P209,55722,Centrosomal protein of 72 kDa (Cep72)
Q9P212,51196,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Pancreas-enriched phospholipase C) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)"
Q9P218,57642,Collagen alpha-1(XX) chain
Q9P219,440193,Protein Daple (Coiled-coil domain-containing protein 88C) (Dvl-associating protein with a high frequency of leucine residues) (hDaple) (Hook-related protein 2) (HkRP2)
Q9P225,146754,Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)
Q9P232,5067,Contactin-3 (Brain-derived immunoglobulin superfamily protein 1) (BIG-1) (Plasmacytoma-associated neuronal glycoprotein)
Q9P241,57205,Phospholipid-transporting ATPase VD (EC 7.6.2.1) (ATPase class V type 10D) (P4-ATPase flippase complex alpha subunit ATP10D)
Q9P243,57623,Zinc finger protein ZFAT (Zinc finger gene in AITD susceptibility region) (Zinc finger protein 406)
Q9P246,57620,Stromal interaction molecule 2
Q9P253,57617,Vacuolar protein sorting-associated protein 18 homolog (hVPS18)
Q9P258,55920,Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)
Q9P266,57608,Junctional cadherin 5-associated protein (Junctional protein associated with coronary artery disease) (JCAD)
Q9P267,55777,Methyl-CpG-binding domain protein 5 (Methyl-CpG-binding protein MBD5)
Q9P270,57606,SLAIN motif-containing protein 2
Q9P272,57604,Probable tRNA methyltransferase 9B (Probable tRNA methyltransferase 9-like protein) (EC 2.1.1.-)
Q9P273,55714,Teneurin-3 (Ten-3) (Protein Odd Oz/ten-m homolog 3) (Tenascin-M3) (Ten-m3) (Teneurin transmembrane protein 3)
Q9P275,57602,Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)
Q9P278,57600,Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein)
Q9P283,54437,Semaphorin-5B
Q9P286,57144,Serine/threonine-protein kinase PAK 5 (EC 2.7.11.1) (p21-activated kinase 5) (PAK-5) (p21-activated kinase 7) (PAK-7)
Q9P287,56647,BRCA2 and CDKN1A-interacting protein (P21- and CDK-associated protein 1) (Protein TOK-1)
Q9P289,51765,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK)
Q9P296,27202,C5a anaphylatoxin chemotactic receptor 2 (Complement component 5a receptor 2) (G-protein coupled receptor 77)
Q9P2A4,51225,ABI gene family member 3 (New molecule including SH3) (Nesh)
Q9P2B2,5738,Prostaglandin F2 receptor negative regulator (CD9 partner 1) (CD9P-1) (Glu-Trp-Ile EWI motif-containing protein F) (EWI-F) (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD antigen CD315)
Q9P2B4,55917,CTTNBP2 N-terminal-like protein
Q9P2D0,25998,Inhibitor of Bruton tyrosine kinase (IBtk)
Q9P2D1,55636,Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)
Q9P2D3,54497,HEAT repeat-containing protein 5B
Q9P2D7,25981,Dynein axonemal heavy chain 1 (Axonemal beta dynein heavy chain 1) (Ciliary dynein heavy chain 1) (Heat shock regulated protein 1) (HSRF-1) (hDHC7)
Q9P2E2,57576,Kinesin-like protein KIF17 (KIF3-related motor protein)
Q9P2E3,57169,NFX1-type zinc finger-containing protein 1
Q9P2E5,54480,Chondroitin sulfate glucuronyltransferase (EC 2.4.1.226) (CSGlcA-T) (Chondroitin glucuronyltransferase) (Chondroitin polymerizing factor 2) (ChPF-2) (Chondroitin synthase 3) (ChSy-3) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase)
Q9P2E8,57574,E3 ubiquitin-protein ligase MARCHF4 (EC 2.3.2.27) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING finger protein 174) (RING-type E3 ubiquitin transferase MARCHF4)
Q9P2E9,6238,Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)
Q9P2F6,57569,Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20)
Q9P2F9,57567,Zinc finger protein 319
Q9P2G1,54467,Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)
Q9P2G3,57565,Kelch-like protein 14 (Protein interactor of Torsin-1A) (Printor) (Protein interactor of torsinA)
Q9P2G4,54627,Microtubule-associated protein 10 (Microtubule regulator of 120 KDa)
Q9P2G9,57563,Kelch-like protein 8
Q9P2H0,57562,Centrosomal protein of 126 kDa
Q9P2H3,57560,Intraflagellar transport protein 80 homolog (WD repeat-containing protein 56)
Q9P2H5,57558,Ubiquitin carboxyl-terminal hydrolase 35 (EC 3.4.19.12) (Deubiquitinating enzyme 35) (Ubiquitin thioesterase 35) (Ubiquitin-specific-processing protease 35)
Q9P2I0,53981,Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (CPSF 100 kDa subunit)
Q9P2J2,57549,Protein turtle homolog A (Immunoglobulin superfamily member 9A) (IgSF9A)
Q9P2J3,55958,Kelch-like protein 9
Q9P2J5,51520,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"
Q9P2K1,57545,Coiled-coil and C2 domain-containing protein 2A
Q9P2K2,57544,Thioredoxin domain-containing protein 16
Q9P2K3,55758,REST corepressor 3
Q9P2K5,50804,Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)
Q9P2K6,57542,Kelch-like protein 42 (Cullin-3-binding protein 9) (Ctb9) (Kelch domain-containing protein 5)
Q9P2K8,440275,eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)
Q9P2K9,57540,Protein dispatched homolog 3 (Patched domain-containing protein 2)
Q9P2L0,57539,WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)
Q9P2M1,55805,LRP2-binding protein (Megalin-binding protein) (MegBP)
Q9P2M4,57533,TBC1 domain family member 14
Q9P2M7,57530,Cingulin
Q9P2N4,56999,A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-)
Q9P2N6,55683,KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog) (Serum inhibited-related protein) (Testis development protein PRTD)
Q9P2N7,90293,Kelch-like protein 13 (BTB and kelch domain-containing protein 2)
Q9P2P5,57520,"E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)"
Q9P2P6,57519,StAR-related lipid transfer protein 9 (START domain-containing protein 9) (StARD9)
Q9P2Q2,55691,FERM domain-containing protein 4A
Q9P2R3,51479,Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)
Q9P2R6,473,Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein)
Q9P2R7,8803,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)"
Q9P2S5,49856,WD repeat-containing protein WRAP73 (WD repeat-containing protein 8) (WD repeat-containing protein antisense to TP73 gene)
Q9P2T0,51298,Sperm microtubule associated protein 2 (Cancer/testis antigen 56) (CT56) (Testicular haploid expressed gene protein)
Q9P2T1,51292,GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)
Q9P2U7,57030,Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7)
Q9P2U8,57084,Vesicular glutamate transporter 2 (VGluT2) (Differentiation-associated BNPI) (Differentiation-associated Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 6)
Q9P2W1,29893,Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein) (Tat-binding protein 1-interacting protein) (TBP-1-interacting protein)
Q9P2W3,51764,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
Q9P2W7,27087,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)"
Q9P2W9,53407,Syntaxin-18 (Cell growth-inhibiting gene 9 protein)
Q9P2X0,54344,Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1)
Q9P2X3,55364,Protein IMPACT (Imprinted and ancient gene protein homolog)
Q9P2Y4,51222,Zinc finger protein 219
Q9P2Y5,7405,UV radiation resistance-associated gene protein (p63)
Q9UBB4,25814,Ataxin-10 (Brain protein E46 homolog) (Spinocerebellar ataxia type 10 protein)
Q9UBB5,8932,Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2)
Q9UBB6,23154,Neurochondrin
Q9UBB9,24144,Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1)
Q9UBC0,3175,Hepatocyte nuclear factor 6 (HNF-6) (One cut domain family member 1) (One cut homeobox 1)
Q9UBC1,4795,NF-kappa-B inhibitor-like protein 1 (Inhibitor of kappa B-like protein) (I-kappa-B-like protein) (IkappaBL) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)
Q9UBC2,58513,Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)
Q9UBC3,1789,DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB)
Q9UBC5,4640,Unconventional myosin-Ia (Brush border myosin I) (BBM-I) (BBMI) (Myosin I heavy chain) (MIHC)
Q9UBC7,85569,Galanin-like peptide
Q9UBC9,6707,Small proline-rich protein 3 (22 kDa pancornulin) (Cornifin beta) (Esophagin)
Q9UBD0,100130086,"Heat shock transcription factor, X-linked"
Q9UBD0,100506164,"Heat shock transcription factor, X-linked"
Q9UBD3,6846,Cytokine SCM-1 beta (C motif chemokine 2) (XC chemokine ligand 2)
Q9UBD5,23595,Origin recognition complex subunit 3 (Origin recognition complex subunit Latheo)
Q9UBD6,51458,Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2)
Q9UBD9,23529,Cardiotrophin-like cytokine factor 1 (B-cell-stimulating factor 3) (BSF-3) (Novel neurotrophin-1) (NNT-1)
Q9UBE0,10055,"SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]"
Q9UBE8,51701,Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1)
Q9UBF1,51438,Melanoma-associated antigen C2 (Cancer/testis antigen 10) (CT10) (Hepatocellular carcinoma-associated antigen 587) (MAGE-C2 antigen) (MAGE-E1 antigen)
Q9UBF2,26958,Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP)
Q9UBF6,9616,RING-box protein 2 (Rbx2) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)
Q9UBF8,5298,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII)
Q9UBF9,9499,Myotilin (57 kDa cytoskeletal protein) (Myofibrillar titin-like Ig domains protein) (Titin immunoglobulin domain protein)
Q9UBG0,9902,C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)
Q9UBG3,49860,Cornulin (53 kDa putative calcium-binding protein) (53 kDa squamous epithelial-induced stress protein) (58 kDa heat shock protein) (Squamous epithelial heat shock protein 53) (Tumor-related protein)
Q9UBH0,26525,Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1)
Q9UBH6,9213,Solute carrier family 53 member 1 (Phosphate exporter SLC53A1) (Protein SYG1 homolog) (Xenotropic and polytropic murine leukemia virus receptor X3) (X-receptor) (Xenotropic and polytropic retrovirus receptor 1)
Q9UBI1,23412,COMM domain-containing protein 3 (Protein Bup) (Protein PIL)
Q9UBI4,9399,Stomatin-like protein 1 (SLP-1) (EPB72-like protein 1) (Protein unc-24 homolog) (Stomatin-related protein) (STORP)
Q9UBI6,55970,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
Q9UBJ2,225,ATP-binding cassette sub-family D member 2 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy-like 1) (Adrenoleukodystrophy-related protein) (hALDR)
Q9UBK2,10891,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha (PGC-1-alpha) (PPAR-gamma coactivator 1-alpha) (PPARGC-1-alpha) (Ligand effect modulator 6)
Q9UBK5,10870,Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10) (Transmembrane adapter protein KAP10)
Q9UBK8,4552,Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase)
Q9UBK9,8409,Protein UXT (Androgen receptor trapped clone 27 protein) (ART-27) (Ubiquitously expressed transcript protein)
Q9UBL3,9070,Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein)
Q9UBL6,27132,Copine-7 (Copine VII)
Q9UBL9,22953,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
Q9UBM1,10400,Phosphatidylethanolamine N-methyltransferase (PEAMT) (PEMT) (EC 2.1.1.17) (EC 2.1.1.71) (PEMT2) (Phospholipid methyltransferase) (PLMT)
Q9UBM4,26254,Opticin (Oculoglycan)
Q9UBM7,1717,7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)
Q9UBM8,25834,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C (EC 2.4.1.145) (N-acetylglucosaminyltransferase IV homolog) (hGnT-IV-H) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVc) (GlcNAc-T IVc) (GnT-IVc) (N-acetylglucosaminyltransferase IVc) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVc)"
Q9UBN1,27092,Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4)
Q9UBN4,7223,Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)
Q9UBN6,8793,Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264)
Q9UBN7,10013,Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)
Q9UBP4,27122,Dickkopf-related protein 3 (Dickkopf-3) (Dkk-3) (hDkk-3)
Q9UBP5,23493,Hairy/enhancer-of-split related with YRPW motif protein 2 (Cardiovascular helix-loop-helix factor 1) (hCHF1) (Class B basic helix-loop-helix protein 32) (bHLHb32) (HES-related repressor protein 2) (Hairy and enhancer of split-related protein 2) (HESR-2) (Hairy-related transcription factor 2) (HRT-2) (hHRT2) (Protein gridlock homolog)
Q9UBP6,4234,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Methyltransferase-like protein 1) (mRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (miRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)
Q9UBP9,51454,PTB domain-containing engulfment adapter protein 1 (Cell death protein 6 homolog) (PTB domain adapter protein CED-6) (Protein GULP)
Q9UBQ0,51699,Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29)
Q9UBQ5,27335,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28)
Q9UBQ6,2135,"Exostosin-like 2 (EC 2.4.1.223) (Alpha-1,4-N-acetylhexosaminyltransferase EXTL2) (Alpha-GalNAcT EXTL2) (EXT-related protein 2) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) [Cleaved into: Processed exostosin-like 2]"
Q9UBQ7,9380,Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)
Q9UBR1,51733,Beta-ureidopropionase (EC 3.5.1.6) (BUP-1) (Beta-alanine synthase) (N-carbamoyl-beta-alanine amidohydrolase)
Q9UBR2,1522,Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)
Q9UBR4,8022,LIM/homeobox protein Lhx3 (LIM homeobox protein 3)
Q9UBR5,51192,Chemokine-like factor (C32)
Q9UBS0,6199,Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (P70S6K2) (p70-S6K 2) (S6 kinase-related kinase) (SRK) (Serine/threonine-protein kinase 14B) (p70 ribosomal S6 kinase beta) (S6K-beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB) (p70-beta)
Q9UBS3,4189,DnaJ homolog subfamily B member 9 (Endoplasmic reticulum DNA J domain-containing protein 4) (ER-resident protein ERdj4) (ERdj4) (Microvascular endothelial differentiation gene 1 protein) (Mdg-1)
Q9UBS4,51726,DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)
Q9UBS8,9604,E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14)
Q9UBS9,51430,SUN domain-containing ossification factor (Membrane protein CH1) (Protein osteopotentia homolog) (SUN-like protein 1)
Q9UBT2,10054,SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2)
Q9UBT3,27121,Dickkopf-related protein 4 (Dickkopf-4) (Dkk-4) (hDkk-4) [Cleaved into: Dickkopf-related protein 4 short form]
Q9UBT6,51426,DNA polymerase kappa (EC 2.7.7.7) (DINB protein) (DINP)
Q9UBT7,8727,Alpha-catulin (Alpha-catenin-related protein) (ACRP) (Catenin alpha-like protein 1)
Q9UBU3,51738,Appetite-regulating hormone (Growth hormone secretagogue) (Growth hormone-releasing peptide) (Motilin-related peptide) (Protein M46) [Cleaved into: Ghrelin-27; Ghrelin-28 (Ghrelin); Obestatin]
Q9UBU7,10926,Protein DBF4 homolog A (Activator of S phase kinase) (Chiffon homolog A) (DBF4-type zinc finger-containing protein 1)
Q9UBU8,10933,Mortality factor 4-like protein 1 (MORF-related gene 15 protein) (Protein MSL3-1) (Transcription factor-like protein MRG15)
Q9UBU9,10482,Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)
Q9UBV2,6400,Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L)
Q9UBV4,51384,Protein Wnt-16
Q9UBV7,11285,"Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)"
Q9UBV8,553115,Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)
Q9UBW5,51411,Bridging integrator 2 (Breast cancer-associated protein 1)
Q9UBW7,7750,Zinc finger MYM-type protein 2 (Fused in myeloproliferative disorders protein) (Rearranged in atypical myeloproliferative disorder protein) (Zinc finger protein 198)
Q9UBW8,50813,COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)
Q9UBX0,8820,Homeobox expressed in ES cells 1 (Homeobox protein ANF) (hAnf)
Q9UBX1,8722,Cathepsin F (CATSF) (EC 3.4.22.41)
Q9UBX3,1468,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10)
Q9UBX5,10516,Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance) (Urine p50 protein) (UP50)
Q9UBX7,11012,Kallikrein-11 (hK11) (EC 3.4.21.-) (Hippostasin) (Serine protease 20) (Trypsin-like protease) [Cleaved into: Kallikrein-11 inactive chain 1; Kallikrein-11 inactive chain 2]
Q9UBX8,9331,"Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (EC 2.4.1.-) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6) (UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6)"
Q9UBY0,6549,Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2)
Q9UBY5,23566,Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7)
Q9UBY8,2055,Protein CLN8
Q9UBY9,27129,Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp)
Q9UBZ4,27301,DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.11.2) (AP endonuclease XTH2) (APEX nuclease 2) (APEX nuclease-like 2) (Apurinic-apyrimidinic endonuclease 2) (AP endonuclease 2)
Q9UBZ9,51455,DNA repair protein REV1 (EC 2.7.7.-) (Alpha integrin-binding protein 80) (AIBP80) (Rev1-like terminal deoxycytidyl transferase)
Q9UC07,7620,Zinc finger protein 69 (hZNF3)
Q9UD71,84152,Protein phosphatase 1 regulatory subunit 1B (DARPP-32) (Dopamine- and cAMP-regulated neuronal phosphoprotein)
